Race ID,Horse ID,Favorite_Rank,Age_Scale,Bracket Number,Top3_Rank,Speed (m/s)_Rank,Track_Distance,Weight_Rank,Finish Position
199009020811,1987103995,15.0,1.0,7,3.0,7.0,1400,14.0,8
199009020811,1987103747,12.0,1.0,3,3.0,7.0,1400,5.0,9
199009020811,1987103554,2.0,1.0,5,2.0,4.0,1400,4.0,10
199009020811,1987104784,8.0,1.0,6,3.0,2.0,1400,6.0,11
199009020811,1987106592,1.0,1.0,2,3.0,7.0,1400,3.0,12
199009020811,1987100056,11.0,1.0,1,3.0,7.0,1400,8.0,13
199009020811,1987103401,9.0,1.0,8,3.0,5.0,1400,2.0,14
199009020811,1987106812,14.0,1.0,2,3.0,7.0,1400,12.0,15
199009030211,1987102147,3.0,1.0,8,2.0,5.0,2000,10.0,1
199009030211,1987104797,10.0,1.0,6,2.0,4.0,2000,3.0,2
199009030211,1987103697,2.0,1.0,7,1.0,3.0,2000,11.0,3
199009030211,1987105578,13.0,1.0,2,2.0,5.0,2000,9.0,4
199009030211,1987103856,11.0,1.0,7,2.0,5.0,2000,13.0,5
199009030211,1987101467,5.0,1.0,8,2.0,5.0,2000,12.0,6
199009030211,1987107090,8.0,1.0,5,2.0,1.0,2000,1.0,7
199009030211,1987104722,6.0,1.0,2,2.0,5.0,2000,5.0,8
199009030211,1987103793,1.0,1.0,1,2.0,2.0,2000,14.0,9
199009030211,1987102706,12.0,1.0,3,2.0,5.0,2000,15.0,10
199009030211,1987100342,15.0,1.0,6,2.0,5.0,2000,7.0,11
199009030211,1987106623,9.0,1.0,1,2.0,5.0,2000,2.0,12
199009030211,1987105850,16.0,1.0,3,2.0,5.0,2000,3.0,13
199009030211,1987105005,4.0,1.0,4,2.0,5.0,2000,16.0,14
199009030211,1987101140,14.0,1.0,5,2.0,5.0,2000,7.0,15
199009030211,1987102484,7.0,1.0,4,2.0,5.0,2000,6.0,16
199101010810,1987105372,4.0,0.8928571428571429,5,1.0,4.0,2000,13.0,1
199101010810,1985105346,8.0,1.2804878048780488,4,1.0,2.0,2000,2.0,2
199101010810,1987104755,11.0,0.8928571428571429,6,1.0,4.0,2000,4.0,3
199101010810,1987102490,3.0,0.8928571428571429,2,1.0,4.0,2000,14.0,4
199101010810,1987105429,6.0,0.8928571428571429,3,1.0,4.0,2000,2.0,5
199101010810,1986105982,2.0,1.0843373493975903,4,1.0,4.0,2000,11.0,6
199101010810,1986101772,12.0,1.0843373493975903,3,1.0,4.0,2000,12.0,7
199101010810,1987104090,14.0,0.8928571428571429,6,1.0,1.0,2000,7.0,8
