horse1_Age,horse1_Weight (kg),horse1_Horse Weight (kg),horse1_average_time,horse2_Age,horse2_Weight (kg),horse2_Horse Weight (kg),horse2_average_time,horse3_Age,horse3_Weight (kg),horse3_Horse Weight (kg),horse3_average_time,horse4_Age,horse4_Weight (kg),horse4_Horse Weight (kg),horse4_average_time,horse5_Age,horse5_Weight (kg),horse5_Horse Weight (kg),horse5_average_time,horse6_Age,horse6_Weight (kg),horse6_Horse Weight (kg),horse6_average_time,horse7_Age,horse7_Weight (kg),horse7_Horse Weight (kg),horse7_average_time,horse8_Age,horse8_Weight (kg),horse8_Horse Weight (kg),horse8_average_time,horse9_Age,horse9_Weight (kg),horse9_Horse Weight (kg),horse9_average_time,horse10_Age,horse10_Weight (kg),horse10_Horse Weight (kg),horse10_average_time,horse11_Age,horse11_Weight (kg),horse11_Horse Weight (kg),horse11_average_time,horse12_Age,horse12_Weight (kg),horse12_Horse Weight (kg),horse12_average_time,horse13_Age,horse13_Weight (kg),horse13_Horse Weight (kg),horse13_average_time,horse14_Age,horse14_Weight (kg),horse14_Horse Weight (kg),horse14_average_time,horse15_Age,horse15_Weight (kg),horse15_Horse Weight (kg),horse15_average_time,horse16_Age,horse16_Weight (kg),horse16_Horse Weight (kg),horse16_average_time,target
3,57.0,506.0,97.6,3,56.0,478.0,96.5,3,56.0,438.0,96.5,3,56.0,464.0,95.8,3,56.0,528.0,96.60000000000001,3,56.0,450.0,95.44999999999999,3,54.0,462.0,96.35,3,56.0,506.0,101.2,3,56.0,504.0,95.9,3,56.0,472.0,97.2,3,56.0,490.0,96.6,3,56.0,446.0,78.63333333333333,3,56.0,452.0,98.44999999999999,3,56.0,486.0,87.2,3,56.0,466.0,97.97999999999999,3,56.0,462.0,104.42,14
4,51.0,508.0,134.15,4,54.0,482.0,135.4,6,54.0,464.0,133.3,5,55.0,482.0,138.74285714285716,5,57.0,512.0,147.8,4,49.0,486.0,148.8,8,56.0,494.0,183.28,8,53.0,498.0,149.2,5,55.0,474.0,126.7,9,52.0,468.0,128.35000000000002,6,56.0,542.0,118.1875,6,56.0,502.0,126.24000000000001,6,56.0,504.0,169.775,8,51.0,472.0,148.7,7,56.0,470.0,146.26,5,50.0,502.0,122.62307692307692,14
8,57.0,496.0,114.68333333333334,5,56.0,450.0,112.9,6,56.0,490.0,162.1,4,55.0,528.0,112.21111111111111,4,56.0,474.0,140.575,4,55.0,528.0,129.15555555555557,6,59.0,486.0,118.0,6,58.0,462.0,118.36666666666667,4,57.0,530.0,101.96666666666665,5,56.0,526.0,110.89000000000001,5,56.0,468.0,111.7,6,57.0,518.0,103.41428571428571,6,56.0,466.0,112.23333333333333,4,55.0,524.0,120.675,4,57.0,504.0,94.4,4,56.0,522.0,112.13333333333333,0
4,53.0,492.0,69.46666666666665,10,51.0,480.0,86.4090909090909,7,54.0,518.0,74.57142857142857,6,57.5,526.0,90.6,5,54.0,516.0,76.4,4,56.0,484.0,72.325,6,54.0,476.0,71.00588235294117,6,52.0,456.0,69.6,5,56.0,470.0,83.8,7,55.0,520.0,78.89999999999999,10,53.0,510.0,71.2,5,56.0,500.0,76.27777777777777,7,53.0,496.0,72.42,6,54.0,472.0,76.45,6,57.0,514.0,70.67647058823529,7,56.0,512.0,74.2,11
5,57.0,480.0,125.85000000000001,6,57.0,542.0,133.65,9,57.0,484.0,121.02000000000001,6,57.0,494.0,127.175,6,57.0,440.0,183.81,4,57.0,456.0,107.05,7,57.0,466.0,118.10999999999999,4,56.0,478.0,156.79999999999998,4,56.0,510.0,129.5,5,57.0,482.0,138.74285714285716,5,55.0,440.0,105.2,8,57.0,490.0,183.28,7,57.0,488.0,134.12857142857143,8,57.0,482.0,122.875,8,58.0,468.0,164.85,4,56.0,494.0,121.975,5
4,57.0,522.0,112.13333333333333,5,56.0,476.0,126.96666666666665,6,56.0,492.0,119.05000000000001,6,56.0,456.0,112.23333333333333,5,56.0,498.0,119.95,4,56.0,498.0,112.78,5,57.0,528.0,123.66666666666667,7,57.0,520.0,114.92,4,56.0,524.0,120.675,9,56.0,496.0,107.97999999999999,5,57.0,520.0,111.0,5,56.0,482.0,112.19999999999999,6,58.0,460.0,118.36666666666667,4,57.0,464.0,140.575,6,56.0,472.0,123.87272727272726,6,58.0,484.0,105.73333333333333,14
3,56.0,448.0,139.7,3,56.0,424.0,139.4,3,56.0,480.0,143.6,3,56.0,494.0,118.9,3,56.0,492.0,138.4,3,56.0,484.0,139.6,3,56.0,468.0,131.75,3,56.0,524.0,142.0,3,56.0,496.0,140.9,3,56.0,494.0,139.3,3,56.0,448.0,141.6,3,56.0,456.0,158.07142857142858,3,56.0,480.0,139.1,3,56.0,480.0,139.7,3,56.0,454.0,136.46666666666667,3,56.0,514.0,178.55,11
5,57.0,464.0,83.8,8,57.0,470.0,79.54285714285713,7,57.0,484.0,76.89583333333333,4,56.0,514.0,69.57777777777778,5,55.0,428.0,81.5,5,59.0,498.0,76.27777777777777,4,57.0,472.0,79.89230769230768,3,56.0,478.0,91.45714285714287,8,57.0,462.0,73.73333333333333,6,58.0,470.0,79.3125,5,57.0,484.0,106.46923076923076,4,57.0,516.0,90.80000000000001,6,57.0,516.0,105.425,3,56.0,450.0,98.05,6,57.0,556.0,79.7,7,55.0,480.0,81.67142857142858,11
5,56.0,512.0,76.4,5,56.0,500.0,88.75,7,55.0,510.0,74.57142857142857,4,56.0,522.0,95.05000000000001,4,56.0,528.0,74.42857142857143,7,56.0,526.0,99.7,7,56.0,460.0,75.44999999999999,6,59.0,472.0,79.3125,6,57.0,528.0,77.37777777777778,4,57.0,468.0,79.89230769230768,4,56.0,508.0,96.0,4,56.0,460.0,87.94999999999999,6,56.0,524.0,90.6,5,56.0,486.0,74.28461538461539,5,57.0,498.0,94.52857142857144,6,54.0,488.0,89.55,9
3,54.0,480.0,97.3,3,54.0,470.0,102.8,3,54.0,394.0,96.7,3,54.0,432.0,96.4,3,54.0,480.0,103.4,3,54.0,418.0,89.5,3,54.0,456.0,96.4,3,54.0,448.0,96.4,3,54.0,462.0,96.6,3,54.0,468.0,96.35,3,54.0,444.0,96.4,3,54.0,450.0,96.4,3,54.0,438.0,105.6,3,54.0,414.0,96.8,3,54.0,460.0,111.58,3,54.0,418.0,98.3,5
3,54.0,438.0,84.4,3,54.0,464.0,83.3,3,54.0,436.0,108.5,3,54.0,446.0,82.5,3,54.0,428.0,74.3,3,54.0,434.0,83.1,3,54.0,396.0,109.11428571428571,3,54.0,434.0,76.4,3,54.0,440.0,82.8,3,54.0,404.0,82.5,3,54.0,466.0,83.5,3,54.0,492.0,77.1,3,54.0,492.0,89.9,3,54.0,440.0,90.35,3,54.0,468.0,83.2,3,54.0,458.0,84.5,6
6,57.0,514.0,105.425,7,55.0,484.0,81.67142857142858,3,55.0,458.0,76.23636363636363,3,55.0,450.0,68.75,5,59.0,494.0,76.27777777777777,3,55.0,504.0,71.02000000000001,7,57.0,476.0,66.38,6,58.0,460.0,79.3125,4,55.0,492.0,69.46666666666665,4,55.0,460.0,68.75,4,57.0,522.0,74.42857142857143,6,57.0,518.0,77.37777777777778,8,57.0,490.0,76.89999999999999,5,55.0,450.0,105.2,4,55.0,506.0,69.57777777777778,6,57.0,468.0,71.00588235294117,14
5,53.0,470.0,125.8,3,48.0,514.0,108.89999999999999,5,56.0,472.0,138.74285714285716,6,57.0,476.0,123.87272727272726,6,51.0,502.0,125.7,7,54.0,474.0,125.5,3,51.0,450.0,104.42,4,54.0,510.0,129.15555555555557,3,52.0,490.0,125.3,5,56.0,488.0,85.5,3,54.0,484.0,117.55,5,56.0,530.0,110.89000000000001,4,51.0,486.0,124.9,7,55.0,484.0,139.2,5,56.0,486.0,126.96666666666665,4,56.0,462.0,140.575,7
10,57.5,524.0,116.18333333333334,7,52.0,476.0,108.2,5,56.0,506.0,108.22,5,53.0,508.0,90.25,6,56.5,444.0,105.42222222222222,5,57.0,508.0,103.85000000000001,5,51.0,490.0,92.025,4,53.0,520.0,107.63333333333333,4,52.0,524.0,93.375,6,56.0,510.0,117.24285714285715,5,55.0,500.0,102.31818181818181,5,55.0,488.0,116.56666666666666,6,56.0,504.0,106.95,4,55.0,514.0,96.0,8,57.0,468.0,119.24444444444445,4,54.0,460.0,104.52499999999999,0
6,56.0,482.0,73.97999999999999,5,54.0,512.0,69.575,6,56.0,488.0,74.55,8,56.0,480.0,66.38,5,56.0,510.0,77.5,9,57.0,484.0,76.89999999999999,8,56.0,472.0,88.35,5,56.0,484.0,68.81666666666668,6,56.0,502.0,69.3,5,56.0,502.0,69.23333333333333,4,56.0,488.0,70.85,5,56.0,486.0,69.2,8,56.0,508.0,69.38571428571429,5,56.0,452.0,74.62857142857142,3,51.0,432.0,69.17272727272727,9,56.0,502.0,77.5,14
4,57.0,474.0,121.5,8,55.0,472.0,112.94375,5,57.0,528.0,119.95454545454545,7,53.0,488.0,126.24000000000001,7,53.0,480.0,146.8,7,56.0,476.0,120.03333333333335,7,50.0,442.0,128.7,6,55.0,510.0,109.36666666666667,5,55.0,460.0,125.66666666666667,5,56.0,504.0,117.35714285714286,7,58.0,474.0,124.075,7,54.0,468.0,111.98888888888888,4,55.0,448.0,108.5,6,54.0,502.0,144.95999999999998,6,53.0,490.0,121.25,6,54.0,488.0,122.8,5
2,54.0,434.0,71.6,2,54.0,432.0,71.3,2,54.0,442.0,76.5,2,54.0,454.0,85.44444444444444,2,54.0,462.0,71.1,2,54.0,498.0,70.3,2,54.0,464.0,83.5,2,54.0,428.0,89.25,2,54.0,476.0,70.0,2,54.0,450.0,89.375,2,54.0,446.0,70.3,2,54.0,474.0,70.4,2,54.0,416.0,76.85,2,54.0,458.0,70.6,2,54.0,430.0,69.9,2,54.0,468.0,71.1,2
4,57.0,472.0,110.15,8,57.0,474.0,112.94375,7,57.0,496.0,126.63076923076923,6,57.0,502.0,135.95714285714286,6,57.0,464.0,83.8,5,57.0,454.0,122.5,3,54.0,468.0,112.66666666666667,5,57.0,532.0,119.95454545454545,7,57.0,474.0,120.03333333333335,5,57.0,506.0,117.35714285714286,5,55.0,436.0,115.15,5,57.0,500.0,109.80000000000001,3,52.0,454.0,139.57999999999998,6,57.0,486.0,142.15714285714284,6,55.0,458.0,104.96666666666665,7,57.0,484.0,146.8,0
5,54.0,508.0,69.575,7,56.0,500.0,99.19999999999999,11,56.0,460.0,86.4090909090909,6,56.0,534.0,68.99,8,55.0,468.0,81.67142857142858,6,56.0,464.0,77.03333333333335,9,56.0,490.0,76.89999999999999,5,56.0,502.0,72.57777777777778,4,56.0,466.0,76.23636363636363,3,51.0,436.0,69.17272727272727,6,56.0,480.0,85.5,5,56.0,508.0,69.23333333333333,5,56.0,486.0,68.81666666666668,3,53.0,484.0,89.23333333333333,7,57.0,536.0,77.37777777777778,6,54.0,466.0,78.125,7
4,54.0,522.0,109.77142857142857,7,58.0,474.0,111.98888888888888,7,54.0,454.0,105.21666666666665,5,56.0,430.0,121.61333333333333,5,55.0,468.0,118.63333333333333,5,55.0,488.0,117.7,5,56.0,484.0,99.12,4,54.0,464.0,106.725,4,54.0,446.0,105.6,7,58.0,484.0,111.33333333333333,5,54.0,432.0,115.15,4,54.0,500.0,107.725,4,55.0,518.0,118.6,4,56.0,434.0,131.92857142857142,4,54.0,508.0,115.5,5,54.0,454.0,118.1,0
3,54.0,468.0,108.8,3,52.0,484.0,200.85000000000002,3,57.0,462.0,130.55,3,53.0,482.0,114.0,3,52.0,522.0,109.2,3,55.0,504.0,107.0,3,55.0,492.0,109.33333333333333,3,56.0,484.0,100.9,3,52.0,484.0,103.94999999999999,3,55.0,474.0,110.4,3,53.0,486.0,109.1,3,55.0,486.0,108.7,3,56.0,492.0,105.0,3,53.0,492.0,145.8857142857143,3,52.0,508.0,109.4,3,51.0,446.0,103.19999999999999,7
6,54.0,504.0,121.25,10,55.0,466.0,111.97272727272728,7,57.5,496.0,126.63076923076923,9,57.0,490.0,122.33,5,52.0,500.0,174.175,7,56.0,482.0,118.77142857142857,6,56.0,470.0,120.75555555555555,5,54.0,446.0,120.95,9,57.0,444.0,121.05999999999999,5,53.0,462.0,124.83333333333333,9,53.0,452.0,119.24444444444445,4,54.0,482.0,107.96666666666665,5,54.0,460.0,117.72,5,53.0,422.0,121.61333333333333,6,54.0,466.0,175.75,6,57.0,492.0,135.95714285714286,15
5,56.0,494.0,117.35714285714286,6,56.0,494.0,121.23333333333333,6,55.0,512.0,120.53333333333335,4,55.0,518.0,129.46666666666667,7,55.0,474.0,120.03333333333335,5,57.0,498.0,109.80000000000001,5,56.0,434.0,118.1,4,54.0,508.0,119.1,4,54.0,460.0,118.92,4,54.0,448.0,112.55,5,55.0,500.0,106.34,7,58.0,546.0,118.1875,5,57.0,534.0,119.95454545454545,8,57.0,516.0,122.39999999999999,7,58.5,534.0,133.65,6,55.0,492.0,135.95714285714286,1
6,57.0,496.0,103.85000000000001,5,57.0,468.0,79.89230769230768,5,56.0,470.0,131.32,6,55.0,438.0,106.6625,4,56.0,478.0,102.75454545454545,6,57.0,484.0,106.46923076923076,5,56.0,528.0,96.88,4,55.0,494.0,88.875,4,55.0,514.0,101.2,7,56.0,516.0,108.45,6,56.0,496.0,95.84444444444445,6,56.0,448.0,96.44,6,58.0,498.0,103.53333333333333,5,56.0,500.0,98.8,8,56.0,520.0,103.18333333333334,5,56.0,504.0,88.675,2
7,56.0,500.0,86.47999999999999,6,59.0,482.0,94.5,10,57.0,500.0,81.22,5,58.0,512.0,74.42857142857143,6,56.0,510.0,96.10000000000001,7,56.0,506.0,74.27142857142857,4,55.0,502.0,86.275,8,56.0,468.0,87.2,7,58.0,478.0,80.1,4,55.0,502.0,82.2,5,56.0,530.0,93.375,7,54.0,452.0,95.33333333333333,4,56.0,532.0,92.46666666666665,5,57.0,502.0,94.4,4,55.0,480.0,99.0,5,57.0,482.0,81.8625,13
6,50.0,472.0,216.9,5,56.0,478.0,140.575,5,53.0,502.0,174.175,4,56.0,486.0,183.0,7,54.0,490.0,146.8,4,53.0,536.0,167.1818181818182,5,53.0,468.0,211.6,9,56.0,484.0,183.28,7,52.0,498.0,162.1,4,55.0,500.0,158.68,5,53.0,518.0,211.1,10,49.0,474.0,162.51666666666668,5,54.0,452.0,213.0,4,52.0,440.0,211.55,5,53.0,486.0,177.73333333333335,7,53.0,522.0,154.79999999999998,5
3,54.0,442.0,97.425,3,54.0,472.0,95.8,3,54.0,404.0,95.43333333333334,3,54.0,440.0,103.19999999999999,3,54.0,480.0,102.55000000000001,3,55.0,452.0,103.2,3,54.0,446.0,96.7,3,54.0,402.0,98.1,3,54.0,450.0,103.85,3,54.0,408.0,97.4,3,54.0,462.0,89.9,3,54.0,498.0,100.83333333333333,3,54.0,458.0,99.86666666666667,3,54.0,418.0,96.6,3,54.0,444.0,97.3,3,54.0,466.0,87.5,4
7,57.0,506.0,86.47999999999999,7,57.0,522.0,106.7625,8,57.0,502.0,101.12,7,57.0,530.0,102.18571428571428,4,57.0,522.0,96.375,6,57.0,480.0,94.5,6,57.0,514.0,96.10000000000001,4,57.0,504.0,86.275,5,57.0,488.0,81.8625,4,57.0,496.0,102.56666666666666,7,57.0,500.0,105.73333333333333,8,57.0,514.0,104.10000000000001,5,57.0,502.0,94.4,4,57.0,482.0,104.7818181818182,4,57.0,518.0,102.15,5,57.0,532.0,93.375,4
3,56.0,488.0,96.5,3,56.0,458.0,96.4,3,56.0,476.0,89.23333333333333,3,54.0,468.0,97.4,3,56.0,460.0,96.4,3,54.0,450.0,97.9,3,56.0,466.0,95.9,3,56.0,506.0,92.68571428571428,3,56.0,472.0,106.35999999999999,3,56.0,502.0,96.7,3,56.0,506.0,165.75,3,54.0,454.0,97.2,3,56.0,492.0,109.33333333333333,3,56.0,516.0,97.1,3,56.0,490.0,96.0,3,56.0,482.0,103.94999999999999,8
5,56.0,512.0,106.34,9,57.0,488.0,122.33,7,53.0,494.0,127.175,4,56.0,478.0,110.15,7,57.5,492.0,126.63076923076923,7,57.5,506.0,93.53333333333333,7,58.0,528.0,133.65,6,50.0,494.0,114.55,5,53.0,438.0,115.15,8,56.0,520.0,103.18333333333334,6,55.0,490.0,135.95714285714286,5,56.0,440.0,118.1,6,57.5,492.0,140.94166666666666,6,56.0,494.0,158.31428571428572,11,58.0,532.0,116.18333333333334,4,56.0,528.0,141.1,6
3,54.0,432.0,97.6,3,54.0,472.0,97.2,3,54.0,426.0,97.5,3,54.0,406.0,95.43333333333334,3,55.0,432.0,97.5,3,54.0,432.0,104.0,3,54.0,466.0,97.6,3,54.0,456.0,97.9,3,54.0,454.0,104.35,3,54.0,486.0,97.1,3,54.0,458.0,96.7,3,54.0,458.0,104.73333333333333,3,54.0,448.0,98.1,3,54.0,480.0,96.7,3,54.0,446.0,97.425,3,54.0,412.0,97.4,11
4,56.0,472.0,76.23636363636363,5,56.0,504.0,68.68571428571428,6,56.0,536.0,68.66666666666667,6,57.0,498.0,74.28461538461539,7,56.0,516.0,70.67647058823529,4,54.0,440.0,74.3,9,56.0,468.0,69.4,4,56.0,492.0,70.85,8,57.0,468.0,76.89583333333333,5,56.0,554.0,69.26,5,54.0,450.0,68.75,6,57.0,532.0,68.99,7,56.0,462.0,71.00588235294117,5,56.0,478.0,70.00769230769231,5,56.0,486.0,68.81666666666668,7,56.0,508.0,68.65,1
7,51.0,460.0,105.21666666666665,4,53.0,502.0,107.725,5,55.0,526.0,106.3,5,53.0,436.0,115.15,5,54.0,436.0,121.61333333333333,5,53.0,508.0,110.7,4,56.5,486.0,102.8,5,54.0,488.0,99.12,6,55.0,450.0,89.65,6,51.0,496.0,114.55,4,52.0,474.0,106.725,6,53.0,454.0,108.76666666666667,4,51.0,520.0,109.77142857142857,4,54.0,430.0,131.92857142857142,7,56.0,472.0,111.98888888888888,6,56.5,434.0,106.6625,15
3,55.0,480.0,102.55000000000001,3,54.0,452.0,104.35,3,54.0,458.0,110.7,3,54.0,450.0,110.1,3,54.0,480.0,109.8,3,54.0,462.0,87.5,3,54.0,422.0,104.0,3,54.0,456.0,103.85,3,54.0,464.0,111.1,3,54.0,486.0,109.3,3,54.0,492.0,100.83333333333333,3,54.0,426.0,110.1,3,54.0,448.0,110.2,3,54.0,434.0,110.3,3,54.0,430.0,110.3,3,54.0,456.0,110.3,9
3,56.0,508.0,86.85,3,56.0,496.0,153.1,3,56.0,498.0,85.93846153846154,3,56.0,456.0,87.22,3,56.0,478.0,111.8,3,56.0,480.0,108.35,3,56.0,498.0,105.0,3,56.0,488.0,111.7,3,56.0,498.0,112.1,3,56.0,484.0,103.6,3,56.0,496.0,111.6,3,56.0,472.0,100.10000000000001,3,56.0,482.0,111.8,3,56.0,488.0,115.10999999999999,3,56.0,492.0,78.42941176470588,3,56.0,478.0,130.4,15
5,55.0,524.0,120.52499999999999,6,55.0,526.0,97.80000000000001,5,54.0,504.0,110.65,5,56.5,514.0,112.21111111111111,5,57.0,516.0,112.78,5,55.0,490.0,121.53333333333335,8,55.0,508.0,114.92,6,55.0,528.0,110.89000000000001,5,55.0,464.0,112.60000000000001,4,54.0,480.0,99.0,6,58.5,560.0,121.73333333333333,4,57.0,494.0,102.56666666666666,4,57.5,480.0,104.7818181818182,8,56.0,512.0,104.10000000000001,6,55.0,548.0,99.42,5,56.0,516.0,110.85,12
6,58.0,482.0,103.53333333333333,7,55.0,526.0,77.37777777777778,5,56.0,480.0,106.8125,6,56.0,516.0,87.51666666666667,7,53.0,488.0,110.25999999999999,4,55.0,472.0,81.56666666666666,9,54.0,496.0,77.5,5,54.0,526.0,106.3,5,56.0,508.0,96.88,5,55.0,478.0,88.675,5,57.0,498.0,92.5,6,54.0,466.0,74.55,4,54.0,442.0,86.3,3,54.0,488.0,92.4,6,53.0,462.0,89.65,3,50.0,414.0,95.43333333333334,7
6,55.0,464.0,89.65,5,57.0,496.0,72.57777777777778,7,57.0,502.0,68.65,5,55.0,508.0,69.57777777777778,5,55.0,488.0,67.89999999999999,6,57.0,528.0,68.99,6,57.0,534.0,68.66666666666667,5,57.0,520.0,74.42857142857143,7,57.0,520.0,70.67647058823529,5,57.0,502.0,68.68571428571428,3,53.0,428.0,69.17272727272727,6,57.0,496.0,74.28461538461539,5,57.0,460.0,79.89230769230768,4,57.0,468.0,76.23636363636363,5,57.0,534.0,68.6,6,57.0,460.0,77.03333333333335,12
7,56.0,506.0,74.27142857142857,5,56.0,518.0,73.5,7,58.0,470.0,80.1,7,56.0,458.0,97.33000000000001,4,56.0,526.0,96.60000000000001,7,56.0,512.0,70.67647058823529,5,56.0,472.0,84.1,6,56.0,464.0,71.19999999999999,5,56.0,508.0,77.375,4,56.0,480.0,76.23636363636363,6,56.0,528.0,72.0,4,56.0,552.0,69.7,5,57.0,482.0,81.8625,7,56.0,468.0,77.9,5,56.0,530.0,83.86666666666666,4,56.0,478.0,68.84,14
2,55.0,450.0,89.375,2,55.0,516.0,93.85,2,55.0,482.0,95.4,2,55.0,496.0,93.83333333333333,2,55.0,446.0,128.24,2,55.0,476.0,96.1,2,55.0,474.0,77.94,2,55.0,482.0,94.6,2,55.0,454.0,91.99166666666667,2,55.0,450.0,105.04,2,55.0,470.0,83.5,2,55.0,460.0,85.44444444444444,2,55.0,480.0,94.0,2,55.0,504.0,85.89999999999999,2,55.0,512.0,70.64166666666667,2,55.0,484.0,102.5,4
5,57.0,512.0,112.78,5,57.0,466.0,121.675,5,57.0,514.0,112.21111111111111,6,58.0,564.0,121.73333333333333,4,57.0,530.0,145.3,5,57.0,488.0,126.56666666666666,9,57.0,522.0,121.2,7,58.0,480.0,123.87272727272726,7,58.0,458.0,118.36666666666667,5,57.0,460.0,127.75,5,57.0,600.0,121.46,4,57.0,500.0,145.2,4,57.0,472.0,122.5,4,57.0,506.0,113.10000000000001,4,57.0,450.0,115.2,5,57.0,530.0,120.52499999999999,7
7,56.0,526.0,77.37777777777778,6,56.0,524.0,96.10000000000001,5,58.0,460.0,107.05,7,56.0,504.0,111.97999999999999,7,55.0,468.0,96.625,4,56.0,478.0,91.45714285714287,4,54.0,472.0,87.7,6,54.0,468.0,89.65,6,57.5,504.0,103.85000000000001,5,58.0,488.0,97.05000000000001,4,53.0,458.0,116.40000000000002,6,57.0,482.0,106.46923076923076,8,55.0,532.0,99.7,5,56.0,488.0,106.8125,7,57.5,518.0,112.04,4,55.0,486.0,88.875,11
7,53.0,500.0,110.25999999999999,7,54.0,454.0,133.3,7,54.0,478.0,118.77142857142857,4,53.0,456.0,116.40000000000002,7,54.0,506.0,127.55,4,52.0,432.0,120.225,7,55.0,506.0,169.775,8,58.0,484.0,146.26,5,56.0,482.0,135.2,5,53.0,510.0,174.175,4,53.0,456.0,136.46666666666667,4,54.0,486.0,160.63333333333333,6,49.0,502.0,122.62307692307692,4,54.0,476.0,158.07142857142858,4,54.0,414.0,109.11428571428571,7,52.0,490.0,194.1,12
6,56.0,486.0,138.74285714285716,7,56.0,524.0,123.93333333333334,7,58.0,500.0,105.73333333333333,7,56.0,474.0,112.23333333333333,8,57.0,514.0,114.92,7,58.0,484.0,123.87272727272726,4,55.0,488.0,104.7818181818182,8,56.0,486.0,118.025,5,57.0,528.0,129.15555555555557,9,57.0,482.0,112.14285714285714,4,55.0,454.0,115.2,7,56.0,466.0,104.39999999999999,7,56.0,500.0,110.95,5,56.0,524.0,112.21111111111111,6,56.0,512.0,111.4,5,56.0,476.0,121.675,5
7,57.0,510.0,70.67647058823529,5,56.0,498.0,69.575,7,54.0,520.0,68.65,8,53.0,510.0,69.2,5,56.0,554.0,69.26,4,57.0,508.0,71.02000000000001,5,53.0,460.0,68.75,4,53.0,494.0,70.85,4,51.0,444.0,74.3,7,53.0,466.0,71.00588235294117,6,56.0,526.0,68.99,8,55.0,484.0,76.89583333333333,5,54.0,452.0,74.62857142857142,6,54.0,484.0,73.26666666666667,5,54.0,488.0,68.81666666666668,6,53.0,542.0,68.66666666666667,12
6,58.0,564.0,121.73333333333333,5,56.0,474.0,112.60000000000001,5,56.0,514.0,110.65,5,56.0,518.0,110.85,5,56.0,518.0,112.21111111111111,5,56.0,502.0,126.56666666666666,4,56.0,452.0,115.2,7,58.0,484.0,123.87272727272726,4,56.0,470.0,122.5,5,56.0,528.0,120.52499999999999,7,58.0,462.0,118.36666666666667,5,56.0,500.0,117.25,6,56.0,556.0,99.42,6,56.0,534.0,110.89000000000001,4,56.0,502.0,108.7,5,56.0,462.0,127.75,8
3,56.0,482.0,108.35,3,56.0,490.0,153.1,3,56.0,508.0,110.4875,3,56.0,528.0,97.42380952380952,3,56.0,490.0,135.3,3,56.0,468.0,137.2,3,56.0,460.0,135.3,3,56.0,504.0,137.1,3,56.0,500.0,133.0,3,56.0,440.0,134.4,3,56.0,492.0,135.6,3,56.0,484.0,134.2,3,56.0,500.0,134.6,3,56.0,484.0,133.3,3,56.0,438.0,134.2,3,56.0,458.0,124.63333333333333,8
7,56.0,554.0,79.7,5,56.0,478.0,99.12,4,54.0,438.0,89.5,5,58.0,516.0,90.80000000000001,5,57.0,468.0,79.89230769230768,7,56.0,520.0,105.425,8,54.0,478.0,81.67142857142858,6,56.0,494.0,102.31818181818181,6,59.0,502.0,76.27777777777777,5,56.0,500.0,72.57777777777778,4,56.0,482.0,88.45,4,56.0,474.0,91.45714285714287,6,56.0,462.0,83.3,6,54.0,482.0,73.26666666666667,6,54.0,460.0,89.65,8,57.0,484.0,76.89583333333333,9
3,54.0,458.0,84.4,3,54.0,464.0,82.6,3,54.0,424.0,73.56666666666666,3,54.0,470.0,89.9,3,54.0,442.0,97.425,3,54.0,464.0,84.5,3,54.0,492.0,74.21428571428571,3,54.0,458.0,84.1,3,54.0,418.0,83.5,3,54.0,412.0,87.7,3,54.0,438.0,83.5,3,54.0,466.0,99.86666666666667,3,54.0,494.0,106.34,3,54.0,438.0,83.6,3,54.0,444.0,90.75,3,54.0,412.0,83.7,6
5,52.0,454.0,111.475,5,52.0,464.0,116.0,5,53.0,422.0,115.15,6,53.0,400.0,187.96666666666667,5,53.0,492.0,108.64000000000001,5,56.0,468.0,118.63333333333333,4,56.5,474.0,113.74000000000001,4,55.0,418.0,109.11428571428571,4,53.0,520.0,118.6,5,55.0,490.0,106.3,5,53.0,492.0,117.7,4,54.0,446.0,131.92857142857142,6,53.0,424.0,120.6,5,54.0,450.0,108.125,4,55.0,466.0,111.58,5,55.0,532.0,106.3,12
10,57.0,510.0,81.22,8,57.0,482.0,76.89583333333333,7,56.0,506.0,74.27142857142857,6,56.0,530.0,97.80000000000001,7,56.0,500.0,84.1,5,56.0,504.0,83.9,6,59.0,478.0,94.5,6,56.0,512.0,83.33333333333333,7,56.0,466.0,76.45,6,58.0,506.0,108.22,6,56.0,528.0,110.89000000000001,7,58.0,490.0,105.73333333333333,7,56.0,496.0,86.47999999999999,7,56.0,510.0,76.52222222222223,4,54.0,448.0,82.7,7,56.0,518.0,105.25,3
5,54.0,470.0,118.63333333333333,5,56.0,454.0,117.72,3,53.0,444.0,107.6,4,56.0,550.0,167.1818181818182,5,56.0,476.0,156.79999999999998,6,57.0,504.0,115.15,6,57.0,500.0,103.85000000000001,5,56.0,496.0,118.64999999999999,6,56.0,476.0,115.43333333333334,5,56.0,442.0,120.95,5,55.0,420.0,121.61333333333333,4,56.0,456.0,114.65,6,54.0,440.0,120.6,5,56.0,460.0,114.63333333333333,9,58.0,456.0,121.05999999999999,5,54.0,484.0,108.64000000000001,11
